"任务ID","任务定义ID","任务名称","任务日期","任务开始时间","任务时长","进/出港","到达航班ID","到达航班预达时间","到达航班计划到达时间","出发航班ID","出发航班预离时间","出发航班计划预离时间","到达航班号","出发航班号","航班类型","任务资质要求","航站楼","区域","机位","其他位置信息","任务是否允许双机","任务是否必须派工","任务是否为难保障任务","关联任务ID","员工编号","车牌号"
"8a69df6f9a4879a7019aa16a4cd22f5a","8b42f7102ad2431a8e7e2a0ed3e880e7","出港押运","2025-11-21","2025-11-21 08:25:00",10,"出",,,,"8a69eb009a363b11019aa09d49af26d2","2025-11-21 08:55:00","2025-11-21 08:55:00",,"FU6625","始发","押运","T1",,"15",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924b81b74","1250a28498044456861ad9d6aebc1ab1","出港装机","2025-11-21","2025-11-21 07:55:00",30,"出",,,,"8a69eb009a363b11019aa09d49af26d2","2025-11-21 08:55:00","2025-11-21 08:55:00",,"FU6625","始发","","T1",,"15",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924b81b75","1250a28498044456861ad9d6aebc1ab1","出港装机","2025-11-21","2025-11-21 07:55:00",30,"出",,,,"8a69eb009a363b11019aa09d49af26d2","2025-11-21 08:55:00","2025-11-21 08:55:00",,"FU6625","始发","","T1",,"15",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924b91b76","1250a28498044456861ad9d6aebc1ab1","出港装机","2025-11-21","2025-11-21 07:55:00",30,"出",,,,"8a69eb009a363b11019aa09d49af26d2","2025-11-21 08:55:00","2025-11-21 08:55:00",,"FU6625","始发","","T1",,"15",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921ab0512","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 20:05:00",36,"进","8a69eb009a363b11019aa09d49af26d5",,"2025-11-21 20:05:00","8a69eb009a363b11019aa09d49ae2667","2025-11-21 20:55:00","2025-11-21 20:55:00","PN6275","PN6276","短过站","","T1",,"14",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921ab0513","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 20:05:00",36,"进","8a69eb009a363b11019aa09d49af26d5",,"2025-11-21 20:05:00","8a69eb009a363b11019aa09d49ae2667","2025-11-21 20:55:00","2025-11-21 20:55:00","PN6275","PN6276","短过站","","T1",,"14",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921ab0514","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 20:05:00",36,"进","8a69eb009a363b11019aa09d49af26d5",,"2025-11-21 20:05:00","8a69eb009a363b11019aa09d49ae2667","2025-11-21 20:55:00","2025-11-21 20:55:00","PN6275","PN6276","短过站","","T1",,"14",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cd32f5e","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 18:35:00",20,"出","8a69eb009a363b11019aa09d49ae2657","2025-11-21 18:31:00","2025-11-21 19:05:00","8a69eb009a363b11019aa09d49af26d6","2025-11-21 20:05:00","2025-11-21 20:05:00","CA2613","CA2614","短过站","押运","T1",,"10",,"Y","Y","N",,,
"8a69ec969a4879bc019aa57f93596916","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 19:05:00",55,"出","8a69eb009a363b11019aa09d49ae2657","2025-11-21 18:31:00","2025-11-21 19:05:00","8a69eb009a363b11019aa09d49af26d6","2025-11-21 20:05:00","2025-11-21 20:05:00","CA2613","CA2614","短过站","","T1",,"10",,"Y","Y","N",,,
"8a69ec969a4879bc019aa57f935a6917","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 19:05:00",55,"出","8a69eb009a363b11019aa09d49ae2657","2025-11-21 18:31:00","2025-11-21 19:05:00","8a69eb009a363b11019aa09d49af26d6","2025-11-21 20:05:00","2025-11-21 20:05:00","CA2613","CA2614","短过站","","T1",,"10",,"Y","Y","N",,,
"8a69ec969a4879bc019aa57f935a6918","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 19:05:00",55,"出","8a69eb009a363b11019aa09d49ae2657","2025-11-21 18:31:00","2025-11-21 19:05:00","8a69eb009a363b11019aa09d49af26d6","2025-11-21 20:05:00","2025-11-21 20:05:00","CA2613","CA2614","短过站","","T1",,"10",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921c105b5","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 15:42:00",30,"进","8a69eb009a363b11019aa09d49af26d7","2025-11-21 15:42:00","2025-11-21 15:50:00","8a69eb009a363b11019aa09d49ae267b","2025-11-21 17:25:00","2025-11-21 17:25:00","ZH9703","ZH9704","长过站","","T1",,"19",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921c105b6","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 15:42:00",30,"进","8a69eb009a363b11019aa09d49af26d7","2025-11-21 15:42:00","2025-11-21 15:50:00","8a69eb009a363b11019aa09d49ae267b","2025-11-21 17:25:00","2025-11-21 17:25:00","ZH9703","ZH9704","长过站","","T1",,"19",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921c105b7","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 15:42:00",30,"进","8a69eb009a363b11019aa09d49af26d7","2025-11-21 15:42:00","2025-11-21 15:50:00","8a69eb009a363b11019aa09d49ae267b","2025-11-21 17:25:00","2025-11-21 17:25:00","ZH9703","ZH9704","长过站","","T1",,"19",,"Y","Y","N",,,
"8a69cc739a4879aa019aa52d8cd22ef0","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 17:42:00",36,"进","8a69eb009a363b11019aa09d49af26da","2025-11-21 17:42:00","2025-11-21 17:50:00","8a69eb009a363b11019aa09d49ae2654","2025-11-21 18:55:00","2025-11-21 18:55:00","CA1859","CA1860","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69cc739a4879aa019aa52d8cd22ef1","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 17:42:00",36,"进","8a69eb009a363b11019aa09d49af26da","2025-11-21 17:42:00","2025-11-21 17:50:00","8a69eb009a363b11019aa09d49ae2654","2025-11-21 18:55:00","2025-11-21 18:55:00","CA1859","CA1860","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69cc739a4879aa019aa52d8cd22ef2","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 17:42:00",36,"进","8a69eb009a363b11019aa09d49af26da","2025-11-21 17:42:00","2025-11-21 17:50:00","8a69eb009a363b11019aa09d49ae2654","2025-11-21 18:55:00","2025-11-21 18:55:00","CA1859","CA1860","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921ec06f6","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 17:42:00",36,"进","8a69eb009a363b11019aa09d49af26da","2025-11-21 17:42:00","2025-11-21 17:50:00","8a69eb009a363b11019aa09d49ae2654","2025-11-21 18:55:00","2025-11-21 18:55:00","CA1859","CA1860","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921ec06f7","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 17:42:00",36,"进","8a69eb009a363b11019aa09d49af26da","2025-11-21 17:42:00","2025-11-21 17:50:00","8a69eb009a363b11019aa09d49ae2654","2025-11-21 18:55:00","2025-11-21 18:55:00","CA1859","CA1860","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921ec06f8","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 17:42:00",36,"进","8a69eb009a363b11019aa09d49af26da","2025-11-21 17:42:00","2025-11-21 17:50:00","8a69eb009a363b11019aa09d49ae2654","2025-11-21 18:55:00","2025-11-21 18:55:00","CA1859","CA1860","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169220807c6","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 10:22:00",36,"进","8a69eb009a363b11019aa09d49af26db","2025-11-21 10:22:00","2025-11-21 10:25:00","8a69eb009a363b11019aa09d49af2712","2025-11-21 11:15:00","2025-11-21 11:15:00","SC2205","SC2206","短过站","","T1",,"13",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169220807c7","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 10:22:00",36,"进","8a69eb009a363b11019aa09d49af26db","2025-11-21 10:22:00","2025-11-21 10:25:00","8a69eb009a363b11019aa09d49af2712","2025-11-21 11:15:00","2025-11-21 11:15:00","SC2205","SC2206","短过站","","T1",,"13",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169220807c8","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 10:22:00",36,"进","8a69eb009a363b11019aa09d49af26db","2025-11-21 10:22:00","2025-11-21 10:25:00","8a69eb009a363b11019aa09d49af2712","2025-11-21 11:15:00","2025-11-21 11:15:00","SC2205","SC2206","短过站","","T1",,"13",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cd32f61","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 15:20:00",20,"出","8a69eb009a363b11019aa09d49ae2671","2025-11-21 14:35:00","2025-11-21 14:45:00","8a69eb009a363b11019aa09d49af26dc","2025-11-21 16:50:00","2025-11-21 16:50:00","UQ2523","UQ2524","长过站","押运","T1",,"27",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923f415d7","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 15:50:00",55,"出","8a69eb009a363b11019aa09d49ae2671","2025-11-21 14:35:00","2025-11-21 14:45:00","8a69eb009a363b11019aa09d49af26dc","2025-11-21 16:50:00","2025-11-21 16:50:00","UQ2523","UQ2524","长过站","","T1",,"27",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923f415d8","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 15:50:00",55,"出","8a69eb009a363b11019aa09d49ae2671","2025-11-21 14:35:00","2025-11-21 14:45:00","8a69eb009a363b11019aa09d49af26dc","2025-11-21 16:50:00","2025-11-21 16:50:00","UQ2523","UQ2524","长过站","","T1",,"27",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923f415d9","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 15:50:00",55,"出","8a69eb009a363b11019aa09d49ae2671","2025-11-21 14:35:00","2025-11-21 14:45:00","8a69eb009a363b11019aa09d49af26dc","2025-11-21 16:50:00","2025-11-21 16:50:00","UQ2523","UQ2524","长过站","","T1",,"27",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cd42f66","8b42f7102ad2431a8e7e2a0ed3e880e7","出港押运","2025-11-21","2025-11-21 08:10:00",10,"出",,,,"8a69eb009a363b11019aa09d49af26df","2025-11-21 08:40:00","2025-11-21 08:40:00",,"EU1961","始发","押运","T1",,"14",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924d41c3d","1250a28498044456861ad9d6aebc1ab1","出港装机","2025-11-21","2025-11-21 07:40:00",30,"出",,,,"8a69eb009a363b11019aa09d49af26df","2025-11-21 08:40:00","2025-11-21 08:40:00",,"EU1961","始发","","T1",,"14",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924d41c3e","1250a28498044456861ad9d6aebc1ab1","出港装机","2025-11-21","2025-11-21 07:40:00",30,"出",,,,"8a69eb009a363b11019aa09d49af26df","2025-11-21 08:40:00","2025-11-21 08:40:00",,"EU1961","始发","","T1",,"14",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924d41c3f","1250a28498044456861ad9d6aebc1ab1","出港装机","2025-11-21","2025-11-21 07:40:00",30,"出",,,,"8a69eb009a363b11019aa09d49af26df","2025-11-21 08:40:00","2025-11-21 08:40:00",,"EU1961","始发","","T1",,"14",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922160832","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 14:54:00",36,"进","8a69eb009a363b11019aa09d49af26e2","2025-11-21 14:54:00","2025-11-21 14:55:00","8a69eb009a363b11019aa09d49af26ec","2025-11-21 16:15:00","2025-11-21 16:15:00","QW6043","QW6044","短过站","","T1",,"18",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922170833","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 14:54:00",36,"进","8a69eb009a363b11019aa09d49af26e2","2025-11-21 14:54:00","2025-11-21 14:55:00","8a69eb009a363b11019aa09d49af26ec","2025-11-21 16:15:00","2025-11-21 16:15:00","QW6043","QW6044","短过站","","T1",,"18",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922170834","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 14:54:00",36,"进","8a69eb009a363b11019aa09d49af26e2","2025-11-21 14:54:00","2025-11-21 14:55:00","8a69eb009a363b11019aa09d49af26ec","2025-11-21 16:15:00","2025-11-21 16:15:00","QW6043","QW6044","短过站","","T1",,"18",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cd52f6b","8b42f7102ad2431a8e7e2a0ed3e880e7","出港押运","2025-11-21","2025-11-21 08:25:00",10,"出",,,,"8a69eb009a363b11019aa09d49af26e5","2025-11-21 08:55:00","2025-11-21 08:55:00",,"CZ8954","始发","押运","T1",,"13",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924e61cc3","1250a28498044456861ad9d6aebc1ab1","出港装机","2025-11-21","2025-11-21 07:55:00",30,"出",,,,"8a69eb009a363b11019aa09d49af26e5","2025-11-21 08:55:00","2025-11-21 08:55:00",,"CZ8954","始发","","T1",,"13",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924e61cc4","1250a28498044456861ad9d6aebc1ab1","出港装机","2025-11-21","2025-11-21 07:55:00",30,"出",,,,"8a69eb009a363b11019aa09d49af26e5","2025-11-21 08:55:00","2025-11-21 08:55:00",,"CZ8954","始发","","T1",,"13",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924e61cc5","1250a28498044456861ad9d6aebc1ab1","出港装机","2025-11-21","2025-11-21 07:55:00",30,"出",,,,"8a69eb009a363b11019aa09d49af26e5","2025-11-21 08:55:00","2025-11-21 08:55:00",,"CZ8954","始发","","T1",,"13",,"Y","Y","N",,,
"8a69ec969a4879bc019aa3c861806eae","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 11:08:00",36,"进","8a69eb009a363b11019aa09d49af26e6","2025-11-21 11:08:00","2025-11-21 11:05:00","8a69eb009a363b11019aa09d49af270c","2025-11-21 12:10:00","2025-11-21 12:10:00","3U8905","3U8906","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69ec969a4879bc019aa3c861806eaf","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 11:08:00",36,"进","8a69eb009a363b11019aa09d49af26e6","2025-11-21 11:08:00","2025-11-21 11:05:00","8a69eb009a363b11019aa09d49af270c","2025-11-21 12:10:00","2025-11-21 12:10:00","3U8905","3U8906","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69ec969a4879bc019aa3c861806eb0","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 11:08:00",36,"进","8a69eb009a363b11019aa09d49af26e6","2025-11-21 11:08:00","2025-11-21 11:05:00","8a69eb009a363b11019aa09d49af270c","2025-11-21 12:10:00","2025-11-21 12:10:00","3U8905","3U8906","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169222f08e6","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 11:08:00",36,"进","8a69eb009a363b11019aa09d49af26e6","2025-11-21 11:08:00","2025-11-21 11:05:00","8a69eb009a363b11019aa09d49af270c","2025-11-21 12:10:00","2025-11-21 12:10:00","3U8905","3U8906","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169222f08e7","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 11:08:00",36,"进","8a69eb009a363b11019aa09d49af26e6","2025-11-21 11:08:00","2025-11-21 11:05:00","8a69eb009a363b11019aa09d49af270c","2025-11-21 12:10:00","2025-11-21 12:10:00","3U8905","3U8906","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169222f08e8","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 11:08:00",36,"进","8a69eb009a363b11019aa09d49af26e6","2025-11-21 11:08:00","2025-11-21 11:05:00","8a69eb009a363b11019aa09d49af270c","2025-11-21 12:10:00","2025-11-21 12:10:00","3U8905","3U8906","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cd52f6f","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 09:50:00",20,"出","8a69eb009a363b11019aa09d49ae26aa","2025-11-21 11:11:00","2025-11-21 10:30:00","8a69eb009a363b11019aa09d49af26e7",,"2025-11-21 11:20:00","3U3555","3U3556","短过站","押运","T1",,"17",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169225109e1","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 11:57:00",36,"进","8a69eb009a363b11019aa09d49af26e8","2025-11-21 11:57:00","2025-11-21 11:50:00","8a69eb009a363b11019aa09d49ae26ae","2025-11-21 13:05:00","2025-11-21 13:05:00","MU2229","MU2230","短过站","","T1",,"19",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169225109e2","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 11:57:00",36,"进","8a69eb009a363b11019aa09d49af26e8","2025-11-21 11:57:00","2025-11-21 11:50:00","8a69eb009a363b11019aa09d49ae26ae","2025-11-21 13:05:00","2025-11-21 13:05:00","MU2229","MU2230","短过站","","T1",,"19",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169225109e3","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 11:57:00",36,"进","8a69eb009a363b11019aa09d49af26e8","2025-11-21 11:57:00","2025-11-21 11:50:00","8a69eb009a363b11019aa09d49ae26ae","2025-11-21 13:05:00","2025-11-21 13:05:00","MU2229","MU2230","短过站","","T1",,"19",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cd62f72","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 12:20:00",20,"出","8a69eb009a363b11019aa09d49af2706","2025-11-21 12:42:00","2025-11-21 12:40:00","8a69eb009a363b11019aa09d49af26e9","2025-11-21 13:50:00","2025-11-21 13:50:00","JD5617","JD5617","短过站","押运","T1",,"15",,"Y","Y","N",,,
"8a69ec969a4879bc019aa49b605b186f","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 12:53:00",36,"进","8a69eb009a363b11019aa09d49af26ea","2025-11-21 12:53:00","2025-11-21 13:00:00","8a69eb009a363b11019aa09d49ae267a","2025-11-21 14:05:00","2025-11-21 14:05:00","HU7195","HU7196","短过站","","T1",,"4",,"Y","Y","N",,,
"8a69ec969a4879bc019aa49b605b1870","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 12:53:00",36,"进","8a69eb009a363b11019aa09d49af26ea","2025-11-21 12:53:00","2025-11-21 13:00:00","8a69eb009a363b11019aa09d49ae267a","2025-11-21 14:05:00","2025-11-21 14:05:00","HU7195","HU7196","短过站","","T1",,"4",,"Y","Y","N",,,
"8a69ec969a4879bc019aa49b605b1871","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 12:53:00",36,"进","8a69eb009a363b11019aa09d49af26ea","2025-11-21 12:53:00","2025-11-21 13:00:00","8a69eb009a363b11019aa09d49ae267a","2025-11-21 14:05:00","2025-11-21 14:05:00","HU7195","HU7196","短过站","","T1",,"4",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922680a8d","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 12:53:00",36,"进","8a69eb009a363b11019aa09d49af26ea","2025-11-21 12:53:00","2025-11-21 13:00:00","8a69eb009a363b11019aa09d49ae267a","2025-11-21 14:05:00","2025-11-21 14:05:00","HU7195","HU7196","短过站","","T1",,"4",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922680a8e","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 12:53:00",36,"进","8a69eb009a363b11019aa09d49af26ea","2025-11-21 12:53:00","2025-11-21 13:00:00","8a69eb009a363b11019aa09d49ae267a","2025-11-21 14:05:00","2025-11-21 14:05:00","HU7195","HU7196","短过站","","T1",,"4",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922680a8f","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 12:53:00",36,"进","8a69eb009a363b11019aa09d49af26ea","2025-11-21 12:53:00","2025-11-21 13:00:00","8a69eb009a363b11019aa09d49ae267a","2025-11-21 14:05:00","2025-11-21 14:05:00","HU7195","HU7196","短过站","","T1",,"4",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa424c4cd42b5","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 10:47:00",36,"进","8a69eb009a363b11019aa09d49af26eb","2025-11-21 10:47:00","2025-11-21 10:55:00","8a69eb009a363b11019aa09d49af2718",,"2025-11-21 11:55:00","GY7107","GY7186","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa424c4ce42b6","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 10:47:00",36,"进","8a69eb009a363b11019aa09d49af26eb","2025-11-21 10:47:00","2025-11-21 10:55:00","8a69eb009a363b11019aa09d49af2718",,"2025-11-21 11:55:00","GY7107","GY7186","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa424c4ce42b7","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 10:47:00",36,"进","8a69eb009a363b11019aa09d49af26eb","2025-11-21 10:47:00","2025-11-21 10:55:00","8a69eb009a363b11019aa09d49af2718",,"2025-11-21 11:55:00","GY7107","GY7186","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa40a4f34388e","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 10:47:00",36,"进","8a69eb009a363b11019aa09d49af26eb","2025-11-21 10:47:00","2025-11-21 10:55:00","8a69eb009a363b11019aa09d49af2718",,"2025-11-21 11:55:00","GY7107","GY7186","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa40a4f34388f","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 10:47:00",36,"进","8a69eb009a363b11019aa09d49af26eb","2025-11-21 10:47:00","2025-11-21 10:55:00","8a69eb009a363b11019aa09d49af2718",,"2025-11-21 11:55:00","GY7107","GY7186","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa40a4f343890","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 10:47:00",36,"进","8a69eb009a363b11019aa09d49af26eb","2025-11-21 10:47:00","2025-11-21 10:55:00","8a69eb009a363b11019aa09d49af2718",,"2025-11-21 11:55:00","GY7107","GY7186","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cd62f75","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 14:45:00",20,"出","8a69eb009a363b11019aa09d49af26e2","2025-11-21 14:54:00","2025-11-21 14:55:00","8a69eb009a363b11019aa09d49af26ec","2025-11-21 16:15:00","2025-11-21 16:15:00","QW6043","QW6044","短过站","押运","T1",,"18",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cd72f78","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 09:55:00",20,"出","8a69eb009a363b11019aa09d49ae2666","2025-11-21 10:18:00","2025-11-21 10:25:00","8a69eb009a363b11019aa09d49af26ef","2025-11-21 11:25:00","2025-11-21 11:25:00","MU2707","MU2708","短过站","押运","T1",,"15",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924ff1d81","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 19:35:00",30,"进","8a69eb009a363b11019aa09d49af26f0",,"2025-11-21 19:35:00",,,,"FU6686",,"航后","","T1",,"19",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924ff1d82","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 19:35:00",30,"进","8a69eb009a363b11019aa09d49af26f0",,"2025-11-21 19:35:00",,,,"FU6686",,"航后","","T1",,"19",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16925001d83","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 19:35:00",30,"进","8a69eb009a363b11019aa09d49af26f0",,"2025-11-21 19:35:00",,,,"FU6686",,"航后","","T1",,"19",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4c802d2f","f705b79efe7c49b39c7c6c3bcfda88b1","进港押运","2025-11-21","2025-11-21 20:05:00",20,"进","8a69eb009a363b11019aa09d49af26f0",,"2025-11-21 19:35:00",,,,"FU6686",,"航后","押运","T1",,"19",,"Y","Y","N",,,
